|name      |ra        |dec      |app_mag|spect_type|result_parallax|bv_color|ub_color|ri_color|
|Gl 66B    |01 39 45.8|-56 11 43|  5.90 |K3 V      |148.9          | 0.80   | 0.60   | 0.31   |
|NN 3592   |10 15 01.5|-56 09 57| 15.10 |DZ9       | 90.0          | 0.68   |-0.12   |        |
|Gl 827.1  |21 26 54.3|-56 07 40|  8.66 |K3 V      | 36.0          | 0.92   | 0.62   | 0.36   |
|Gl 186.1B |05 02 25.3|-56 06 19| 10.60 |m         | 38.0          | 1.36   | 1.14   | 0.62   |
|Gl 452.5B |11 55 00.1|-56 05 36|  7.70 |          | 33.0          |        |        |        |
|Gl 452.5A |11 55 00.1|-56 05 36|  7.29 |G5 V      | 33.0          | 0.64   | 0.12   | 0.36   |
|Gl 186.1A |05 02 17.4|-56 05 30|  7.02 |G5 V      | 38.0          | 0.63   | 0.03   | 0.25   |
|GJ 1158   |12 29 34.8|-55 59 23| 13.27 |M4        | 65.0          | 1.62   | 1.24   | 1.24   |
|Wo 9581   |16 58 36.9|-55 59 22|  3.12 |K5 III    | 41.8          | 1.60   | 1.97   | 0.64   |
|Gl 737B   |18 57 31.0|-55 59 06| 10.00 |K5 V      | 73.1          |        |        | 0.84   |
|Gl 737A   |18 57 31.0|-55 59 06|  9.45 |K7 V      | 73.1          | 1.42   | 1.10   | 0.75   |
|Gl 747.4  |19 12 26.9|-55 51 57| 11.31 |k-m       | 54.0          | 1.45   | 1.11   | 0.99   |
|GJ 2036A  |04 53 29.2|-55 51 11| 11.13 |M2 Ve     | 95.0          | 1.57   | 1.08   | 1.10   |
|GJ 2036B  |04 53 29.2|-55 51 11| 12.15 |          | 95.0          | 1.60   | 1.28   |        |
|NN 4191   |21 19 26.1|-55 50 19| 14.28 |DA6       | 45.0          | 0.26   |-0.59   |        |
|NN 3403   |06 39 45.6|-55 36 51|  9.94 |K7 V      | 40.0          | 1.31   | 1.18   | 0.52   |
|Wo 9201   |06 04 12.2|-55 18 28| 12.15 |k         | 40.0          | 1.46   | 1.11   | 0.93   |
|Gl 253    |06 54 51.2|-55 15 25|  8.17 |G7 V      | 69.6          | 0.78   | 0.37   | 0.24   |
|NN 3519   |08 55 12.0|-54 57 50|  5.71 |F6 V      | 41.0          | 0.48   | 0.00   |        |
|GJ 1247   |19 58 32.2|-54 56 10|  8.60 |K3 V      | 44.0          | 1.08   | 0.88   | 0.38   |
|Gl 321.3A |08 44 41.7|-54 42 28|  2.02 |A0 V      | 49.8          | 0.04   | 0.07   |-0.07   |
|Gl 321.3B |08 44 41.7|-54 42 28|  5.00 |          | 49.8          |        |        |        |
|Gl 534.1A |13 56 32.9|-54 42 03|  6.00 |G8 V      | 87.0          | 0.78   | 0.25   | 0.30   |
|Gl 321.3D |08 44 48.8|-54 41 52| 13.50 |          | 49.8          |        |        |        |
|Gl 321.3C |08 44 48.8|-54 41 52| 11.00 |          | 49.8          |        |        |        |
|Gl 534.1B |13 56 32.9|-54 40 39| 13.80 |          | 87.0          |        |        |        |
|Gl 863.3  |22 36 05.2|-54 36 26|  7.58 |G5 V      | 32.0          | 0.66   | 0.12   | 0.36   |
|GJ 1267   |22 22 17.4|-54 33 50|  9.06 |M0 V      | 75.0          | 1.35   | 1.17   | 0.60   |
|Gl 683    |17 38 05.9|-54 29 57|  5.25 |A7 V      | 55.1          | 0.20   | 0.08   | 0.10   |
|NN 4012   |17 37 18.6|-54 25 48| 15.80 |DA8       | 48.0          | 0.46   |-0.45   |        |
|NN 4085A  |18 54 05.7|-54 21 20|  9.18 |K3 V      | 40.0          | 1.13   | 1.02   | 0.44   |
|NN 4086B  |18 54 05.7|-54 21 20| 12.30 |m         | 40.0          |        |        |        |
|NN 3210   |03 12 42.9|-54 06 49| 14.75 |DZ7       | 91.0          | 0.52   |-0.42   |        |
|Gl 524    |13 44 49.8|-54 06 03| 12.50 |k         | 72.2          | 1.54   | 1.38   | 1.27   |
|Gl 552.1  |14 30 59.5|-54 05 53| 11.63 |k-m       | 61.0          | 1.51   | 1.12   | 1.27   |
|Gl 93     |02 17 31.9|-53 59 40| 11.43 |m         | 73.2          | 1.41   | 1.00   | 0.76   |
|NN 3082   |01 14 34.7|-53 57 09| 11.09 |M3        | 57.0          | 1.48   |        | 0.87   |
|NN 3268   |04 12 38.0|-53 52 31| 13.87 |m         | 40.0          | 1.56   | 1.13   | 1.19   |
|NN 3109   |01 42 28.5|-53 44 18|  5.52 |F8 V      | 53.0          | 0.53   | 0.00   |        |
|Gl 397.2  |10 31 24.2|-53 43 09|  4.89 |F6 V      | 51.0          | 0.50   |-0.02   | 0.30   |
|NN 4106   |19 19 47.7|-53 42 26| 10.82 |M2        | 84.0          | 1.58   |        | 0.95   |
|Gl 200.1  |05 17 52.3|-53 40 30| 13.19 |k         | 44.9          | 1.16   | 0.72   | 0.50   |
|Gl 853A   |22 18 13.5|-53 37 04|  5.39 |G1 V      | 82.4          | 0.60   | 0.08   | 0.22   |
|Gl 853B   |22 18 13.5|-53 37 04|  9.90 |          | 82.4          |        |        |        |
|NN 3961   |16 34 47.7|-53 34 54| 12.00 |m         | 56.0          |        |        | 1.02   |
|GJ 1068   |04 10 30.3|-53 34 17| 13.58 |pec       | 80.0          | 1.93   | 2.11   | 1.30   |
|NN 3811   |13 51 18.2|-53 31 56| 12.90 |m         | 50.0          |        |        | 1.12   |
|Wo 9733B  |21 19 50.5|-53 26 53|  6.90 |A7 V      | 41.9          |        |        |        |
|Wo 9733A  |21 19 51.5|-53 26 53|  4.50 |A5 V      | 41.9          | 0.19   | 0.12   |        |
|Gl 163    |04 09 10.1|-53 22 53| 11.81 |M3.5      | 64.9          | 1.50   | 1.18   | 1.08   |
|Gl 167    |04 15 52.1|-53 18 56|  7.64 |K5 V      | 75.6          | 1.13   | 1.06   | 0.42   |
|NN 3985   |17 03 09.2|-53 14 09|  5.29 |F6 V      | 40.0          | 0.50   | 0.01   |        |
|Gl 114.1A |02 50 04.5|-53 08 57| 10.72 |k-m       | 44.4          | 1.51   | 1.20   | 0.93   |
|Gl 298    |08 10 01.1|-52 58 38| 11.77 |m         | 68.0          | 1.50   | 1.08   | 1.06   |
|Wo 9547   |16 11 49.0|-52 54 43| 10.50 |g         | 39.4          | 1.16   | 1.12   |        |
|Gl 798    |20 42 18.0|-52 41 02|  8.82 |K7 V      | 82.0          | 1.31   | 1.13   | 0.61   |
|Gl 13     |00 16 51.8|-52 39 14|  6.84 |G2 V      | 67.4          | 0.64   | 0.06   | 0.38   |
|Gl 368.1B |09 48 48.3|-52 37 07| 12.00 |          | 45.0          |        |        |        |
|Gl 368.1A |09 48 48.3|-52 37 07|  7.93 |K1 V      | 45.0          | 0.90   | 0.65   | 0.46   |
|Gl 496.1  |13 05 01.4|-52 25 52|  9.06 |K9 V      | 49.3          | 1.37   | 1.27   | 0.58   |
|NN 4112   |19 33 59.9|-52 25 28| 12.80 |M4        | 39.0          | 1.55   |        | 1.02   |
|Gl 22.2   |00 34 26.2|-52 22 28|  5.57 |F3 IV-V   | 49.0          | 0.46   |-0.02   | 0.26   |
|GJ 1017   |00 42 03.3|-52 22 03| 12.25 |m         | 45.7          |        |        | 0.37   |
|NN 4303   |22 55 28.5|-52 17 59| 11.49 |M4        | 42.0          | 1.45   |        | 0.83   |
|Wo 9512B  |15 12 10.0|-52 06 22|  6.69 |F9 V      | 26.0          | 0.50   |-0.02   |        |
|Wo 9512A  |15 12 18.0|-52 05 52|  3.41 |G8 III    | 26.0          | 0.92   | 0.66   |        |
|NN 3787   |13 30 29.0|-52 03 10| 13.10 |m         | 46.0          |        |        | 1.12   |
|Gl 479    |12 37 58.3|-52 00 06| 10.67 |M3        |121.1          | 1.54   | 1.14   | 1.06   |
|Gl 550    |14 27 34.3|-51 56 02|  7.83 |G5 V      | 30.0          | 0.70   | 0.21   | 0.34   |
|NN 3455   |07 36 07.9|-51 55 16| 12.45 |m         | 62.0          |        |        | 1.12   |
|NN 4158   |20 44 01.8|-51 55 14|  4.51 |A7 III-IV | 47.3          | 0.27   | 0.09   |        |
|Gl 43     |00 55 23.7|-51 50 15| 12.36 |m         | 61.6          | 1.51   |        | 1.19   |
|Gl 438    |11 43 16.1|-51 49 57| 10.36 |K0        |119.0          | 1.53   | 1.19   | 1.08   |
|Gl 691    |17 44 08.5|-51 49 54|  5.14 |G5 V      |103.0          | 0.70   | 0.24   | 0.20   |
|NN 4145   |20 21 10.7|-51 47 27| 10.20 |M0        | 56.0          | 1.41   |        | 0.71   |
|Gl 81.3   |01 56 58.4|-51 46 11|  6.10 |F8 V      | 40.0          | 0.48   |-0.04   | 0.28   |
|Gl 429.3  |11 29 50.3|-51 39 51|  7.38 |F6 V      | 51.1          | 0.41   |-0.08   |        |
|Gl 676A   |17 30 12.3|-51 38 01|  9.58 |M0        | 83.3          | 1.46   | 1.31   | 0.94   |
|Gl 676B   |17 30 17.3|-51 37 54| 13.31 |m         | 83.3          | 1.51   |        |        |
|NN 3054   |00 45 29.5|-51 37 36| 11.91 |M3        | 43.0          | 1.48   |        | 0.91   |
|Gl 698.1  |17 58 57.2|-51 37 19|  9.64 |K3 V      | 23.0          | 0.92   | 0.72   | 0.47   |
|Gl 81A    |01 55 54.0|-51 36 45|  3.70 |G5 IV     | 54.8          | 0.85   | 0.45   | 0.31   |
|Gl 81B    |01 55 54.0|-51 36 45| 10.70 |          | 54.8          |        |        |        |
|Gl 167.1  |04 16 01.2|-51 29 20|  4.25 |F4 III    | 44.4          | 0.30   | 0.02   | 0.18   |
|NN 3246   |03 41 44.7|-51 25 35|  9.07 |K4 V      | 42.0          | 1.10   | 0.93   | 0.44   |
|Gl 275    |07 27 27.1|-51 24 11|  6.73 |G5 IV-V   | 56.5          | 0.70   | 0.26   |        |
|Wo 9376   |11 54 25.3|-51 23 24| 10.97 |G5        | 39.0          | 0.92   | 0.66   | 0.34   |
|Wo 9796   |22 48 33.0|-51 18 56|  3.48 |A2 V      | 42.9          | 0.08   | 0.10   |        |
|Gl 848.1A |22 08 08.5|-51 13 00| 10.51 |K7        | 27.0          | 1.21   |        | 0.59   |
|Gl 848.1C |22 07 46.4|-51 07 13| 13.42 |m         | 27.0          | 1.49   |        | 1.29   |
|Gl 848.1B |22 07 47.4|-51 07 01| 12.51 |m         | 27.0          | 1.51   |        | 1.14   |
|Gl 219    |05 47 17.1|-51 04 02|  3.85 |A5 V      | 59.8          | 0.17   | 0.09   | 0.09   |
|Wo 9735   |21 20 50.4|-51 02 39| 10.64 |G5        | 44.1          | 0.81   | 0.36   | 0.42   |
|Gl 841B   |21 56 51.7|-51 00 06| 14.68 |DQ7       | 68.4          | 0.16   |-0.80   |        |
|Gl 841A   |21 56 51.7|-51 00 06| 10.40 |M0        | 68.4          | 1.50   | 0.90   | 1.31   |
|Gl 52.1   |01 06 45.3|-50 59 28|  8.85 |K1 V      | 47.0          | 0.94   | 0.69   | 0.34   |
|Gl 531    |13 52 38.9|-50 55 17|  7.38 |K1 V      | 60.0          | 0.90   | 0.56   | 0.35   |
|NN 3032   |00 23 15.8|-50 53 40| 11.88 |M4        | 55.0          | 1.48   |        | 1.00   |
|Gl 833    |21 36 39.5|-50 50 38|  7.14 |K2 V      | 76.6          | 0.88   | 0.57   | 0.30   |
|Gl 86     |02 10 14.7|-50 49 59|  6.12 |K0 V      | 89.4          | 0.82   | 0.44   | 0.32   |
|Gl 108    |02 42 31.4|-50 48 11|  5.41 |G3 IV     | 68.3          | 0.56   | 0.09   | 0.30   |
|NN 4361   |23 46 31.1|-50 42 50| 14.60 |m         | 50.0          |        |        | 1.32   |
|Gl 725.3  |18 48 32.8|-50 42 02|  8.70 |G3 V      | 53.8          | 0.65   | 0.14   | 0.35   |
|Gl 599.1  |15 51 04.3|-50 41 14| 10.72 |k         | 23.0          | 1.19   | 1.13   | 0.61   |
|NN 4249   |22 03 06.2|-50 38 17| 12.09 |M4        | 47.0          | 1.57   |        | 0.96   |
|Wo 9309   |09 59 20.8|-50 35 43| 12.10 |g-k       | 41.8          |        |        |        |
|NN 4178   |21 03 13.7|-50 22 31| 13.10 |m         | 57.0          |        |        | 1.18   |
|Gl 291.1  |07 51 04.5|-50 18 26| 10.06 |K2        | 46.6          | 1.22   | 1.18   |        |
|Gl 308.3  |08 31 57.6|-50 11 32| 10.80 |m         | 23.0          | 1.21   | 1.10   | 0.63   |
|Gl 724.1  |18 43 40.6|-50 09 46|  9.32 |G5 V      | 52.7          | 0.68   | 0.14   | 0.37   |
|Wo 9554   |16 19 50.9|-50 09 18|  4.02 |G8 III    | 43.0          | 1.08   | 1.16   | 0.41   |
|NN 3059   |00 49 00.1|-50 08 33| 10.75 |M2        | 48.0          | 1.43   |        | 0.75   |
|Gl 176.3  |04 45 41.0|-50 04 14|  7.59 |K0 V      | 49.9          | 0.89   | 0.57   | 0.29   |
|NN 3005   |00 05 26.3|-50 03 18| 11.95 |M5        | 47.0          | 1.50   |        | 0.95   |
|Gl 773.6  |20 02 32.9|-50 02 48|  8.66 |K5 V      | 51.0          | 1.12   | 1.09   | 0.42   |
|Gl 240    |06 37 10.1|-50 02 21|  9.62 |K0        | 69.7          | 1.46   | 1.22   | 0.76   |
|Gl 375.1  |09 58 55.5|-50 00 12| 11.68 |          | 44.7          | 0.91   | 0.70   | 0.51   |
|Gl 140.1B |03 23 14.0|-50 00 00| 10.32 |k         | 44.0          | 1.39   | 1.31   | 0.60   |
|Gl 140.1A |03 23 15.0|-49 59 54|  8.47 |K5 V      | 44.0          | 1.13   | 0.98   | 0.38   |
|Wo 9691   |20 21 43.2|-49 59 43|  6.27 |G2 IV-V   | 43.5          | 0.55   |-0.02   | 0.20   |
|Gl 587    |15 29 20.1|-49 57 07|  7.69 |G5 V      | 40.0          | 0.77   | 0.25   | 0.32   |
|GJ 2095   |12 38 48.6|-49 48 59| 13.96 |DA6       | 60.4          | 0.18   |-0.70   |        |
|NN 4310   |23 03 20.6|-49 43 32| 10.64 |M3        | 51.0          | 1.41   |        | 0.76   |
|Gl 686.2  |17 40 23.4|-49 24 46|  4.77 |F2 V      | 42.7          | 0.40   |-0.04   | 0.25   |
|Wo 9593A  |17 37 27.3|-49 24 23|  9.40 |G2 V      | 39.4          | 0.63   |        |        |
|Wo 9593B  |17 37 27.3|-49 24 17| 10.20 |G5        | 39.4          |        |        |        |
|Gl 629.3  |16 36 19.0|-49 17 18| 12.38 |M1 :      | 51.6          | 1.48   | 1.15   | 0.96   |
|NN 3102   |01 37 17.1|-49 11 27| 10.50 |K7        | 47.0          |        |        | 0.72   |
|Gl 187    |05 02 48.8|-49 09 08|  5.37 |F2 V      | 39.0          | 0.43   |-0.01   | 0.24   |
|Gl 24A    |00 36 35.8|-49 07 47|  6.79 |G3 V      | 33.0          | 0.64   | 0.12   | 0.22   |
|Gl 24B    |00 36 02.0|-49 07 35|  8.37 |K0 V      | 33.0          | 0.78   | 0.43   | 0.26   |
|Gl 4.2A   |00 06 16.1|-49 04 30|  5.71 |G1 IV     | 48.3          | 0.52   | 0.03   | 0.17   |
|Gl 4.2B   |00 06 16.1|-49 04 30| 11.50 |          | 48.3          |        |        |        |
|NN 3272   |04 18 01.2|-49 03 16| 13.20 |M4        | 46.0          |        |        | 1.11   |
|Gl 832    |21 33 34.2|-48 59 52|  8.67 |M1 V      |215.0          | 1.47   | 1.05   | 0.93   |
|NN 3434   |07 10 47.7|-48 56 08|  5.12 |K2 III    | 40.6          | 1.26   | 1.27   | 0.47   |
|Gl 570.1  |14 58 08.8|-48 51 30|  6.35 |G5 V      | 62.0          | 0.71   | 0.27   | 0.26   |
|Gl 680    |17 35 13.3|-48 41 15| 10.15 |M0        | 81.9          | 1.56   | 1.21   | 1.24   |
|GJ 2034   |04 21 00.7|-48 39 03| 14.36 |DA8       |123.0          | 0.52   |-0.45   |        |
|NN 4270   |22 17 38.2|-48 38 59|  8.42 |K3 V      | 32.1          |        |        |        |
|Gl 618.4  |16 22 43.6|-48 38 54| 11.83 |M3        | 43.1          | 1.48   |        | 0.89   |
|Wo 9802   |22 53 37.0|-48 35 49|  6.03 |G3 IV     | 46.0          | 0.62   | 0.19   |        |
|NN 4348   |23 36 19.1|-48 35 17| 12.37 |          | 51.0          | 1.44   |        | 1.09   |
|NN 4347   |23 36 19.1|-48 35 17| 10.09 |M0        | 51.0          | 1.37   |        | 0.64   |
|GJ 1084   |05 47 18.3|-48 31 14|  9.74 |M0 V      | 57.0          | 1.38   | 1.22   | 0.62   |
|Gl 146    |03 34 59.0|-48 25 22|  8.60 |K7 V      | 85.3          | 1.31   | 1.18   | 0.57   |
|Gl 582    |15 21 56.1|-48 18 50|  5.65 |G2 V      | 63.1          | 0.65   | 0.06   | 0.22   |
|NN 4325   |23 17 45.0|-48 18 36| 13.70 |m         | 46.0          |        |        | 1.20   |
|Gl 739    |18 59 06.5|-48 16 04| 11.15 |M3        | 87.1          | 1.46   |        | 1.02   |
|NN 3020   |00 16 01.9|-48 15 26| 11.54 |M5        | 64.0          | 1.46   |        | 1.01   |
|Gl 56.2   |01 17 58.1|-48 09 07| 11.55 |M1        | 30.0          | 1.44   |        | 0.91   |
|NN 3041   |00 35 40.6|-47 59 59|  5.51 |F6 V      | 40.0          | 0.44   |-0.01   |        |
|NN 3901   |15 22 09.4|-47 55 31|  5.00 |F8 V      | 29.9          | 0.50   | 0.04   |        |
|Gl 582.1A |15 22 38.5|-47 55 05|  8.29 |G5 V J    | 56.1          | 0.70   | 0.10   | 0.46   |
|Gl 582.1B |15 22 38.5|-47 55 05|  8.60 |          | 56.1          |        |        |        |
|Wo 9780   |22 25 03.1|-47 51 33| 12.51 |M3.5      | 84.0          |        |        | 1.22   |
|Gl 769    |19 54 01.0|-47 47 45| 12.53 |M3        | 38.4          | 1.56   | 1.12   | 0.96   |
|Gl 638.1  |16 48 59.5|-47 43 07|  7.38 |K0 V      | 57.0          | 0.91   | 0.59   | 0.32   |
|Wo 9086   |02 35 53.7|-47 39 52| 11.99 |G0        | 42.6          | 0.55   | 0.00   | 0.30   |
|Wo 9224   |07 06 11.6|-47 35 19| 10.54 |k         | 24.0          | 1.17   | 1.17   | 0.60   |
|GJ 1021   |00 45 44.6|-47 33 12|  5.80 |G5 IV     | 48.1          | 0.64   | 1.70   | 0.22   |
|Gl 384B   |10 12 56.8|-47 28 41| 10.90 |          | 29.0          |        |        |        |
|Gl 384A   |10 12 56.8|-47 28 41|  8.27 |G8 V      | 29.0          | 0.80   | 0.34   | 0.43   |
|NN 3770   |13 13 07.1|-47 28 06| 17.05 |DC9+      | 67.6          | 1.40   |        |        |
|Gl 333    |08 59 34.2|-47 26 45| 12.19 |M3        | 72.8          | 1.56   | 1.34   | 0.91   |
|Gl 838    |21 48 14.7|-47 17 57|  5.58 |G2 V      | 71.8          | 0.60   | 0.08   | 0.20   |
|Gl 794.1  |20 37 34.3|-47 17 30|  3.11 |K0 III    | 44.8          | 1.00   | 0.80   | 0.46   |
|Gl 871A   |22 42 37.2|-47 12 22|  6.00 |G1 V      | 49.0          | 0.57   | 0.06   | 0.20   |
|Gl 871B   |22 42 37.2|-47 12 22| 11.10 |M1        | 49.0          | 1.41   |        |        |
|GJ 1132   |10 14 55.7|-47 09 39| 13.50 |k         | 58.0          | 1.72   | 1.34   | 1.22   |
|Gl 747.3  |19 10 52.7|-47 09 03|  9.36 |K7 V      | 59.0          | 1.32   | 1.26   | 0.58   |
|Gl 895.3  |23 29 32.7|-47 02 03| 10.21 |K7 V      | 48.6          | 1.31   | 1.23   | 0.69   |
|Gl 838.6  |21 54 48.6|-46 59 53| 11.98 |M1        | 88.7          | 1.56   | 1.17   | 0.97   |
|Gl 269B   |07 17 29.2|-46 59 11|  7.90 |K4 V      | 81.6          |        |        |        |
|Gl 269A   |07 17 29.2|-46 59 11|  7.15 |K1 V      | 81.6          | 0.99   | 0.78   | 0.36   |
|Gl 848.2  |22 08 12.9|-46 57 30|  1.74 |B5 V      | 39.8          |-0.13   |-0.47   |-0.07   |
|Gl 900.1  |23 35 33.8|-46 56 30|  8.54 |G8 V      | 26.0          | 0.79   | 0.35   | 0.27   |
|Gl 674    |17 28 37.4|-46 53 01|  9.37 |M3        |219.7          | 1.53   | 1.21   | 1.03   |
|NN 4335   |23 26 38.6|-46 50 29| 15.75 |m         | 42.0          |        |        | 1.42   |
|NN 4245   |21 59 08.1|-46 45 43| 11.80 |M4        | 42.0          | 1.47   |        | 0.88   |
|Gl 268.1  |07 12 34.2|-46 45 39|  4.48 |F0 IV     | 46.1          | 0.32   |-0.01   | 0.20   |
|NN 3090   |01 21 46.2|-46 42 49| 11.36 |M3        | 46.0          | 1.44   |        | 0.85   |
|Gl 826.2  |21 24 10.9|-46 42 17| 12.46 |M2        | 38.0          | 1.56   |        | 0.96   |
|Gl 101.1  |02 31 08.4|-46 41 09| 11.27 |m         | 64.0          | 1.03   | 0.90   | 0.54   |
|Gl 666A   |17 18 58.2|-46 38 13|  5.53 |G8 V      |131.9          | 0.77   | 0.35   | 0.28   |
|Gl 666B   |17 18 58.2|-46 38 13|  8.69 |M0 V      |131.9          | 1.41   | 0.89   | 0.81   |
|GJ 1157   |12 23 06.4|-46 37 20| 13.62 |k         | 69.0          | 1.61   | 1.04   | 1.30   |
|Gl 249.1  |06 49 54.7|-46 37 10|  5.13 |F5 III    | 48.5          | 0.45   |-0.03   | 0.26   |
|Gl 126    |03 11 14.5|-46 31 26| 11.52 |m         | 74.6          | 1.44   | 1.21   | 1.03   |
|Gl 65.2   |01 39 41.2|-46 30 31|  9.86 |M0        | 65.4          | 1.16   | 1.14   | 0.57   |
|Gl 550.3  |14 29 18.8|-46 27 39| 10.35 |K5        | 48.0          | 1.44   | 1.26   | 0.87   |
|Gl 787    |20 19 38.9|-46 25 39|  8.72 |K5 V      | 62.6          | 1.16   | 1.14   | 0.48   |
|Gl 375    |09 58 32.1|-46 25 05| 11.27 |M3.5      | 69.1          | 1.55   | 0.91   | 1.19   |
|Gl 574    |15 03 05.3|-46 17 39|  9.86 |K5 V      | 56.8          | 1.20   | 1.07   | 0.62   |
|Gl 456.1A |12 09 56.4|-46 12 24|  8.45 |K5 V      | 52.0          | 1.14   | 1.07   | 0.54   |
|Gl 456.1B |12 09 59.4|-46 11 30| 13.25 |m         | 52.0          | 1.56   |        | 1.48   |
|NN 3361B  |05 38 10.6|-46 05 58|  9.70 |K5 V      | 40.0          |        |        |        |
|NN 3360A  |05 38 09.6|-46 05 57|  7.34 |G5 V      | 40.0          | 0.78   |        |        |
|NN 3029   |00 21 42.5|-46 04 45| 12.29 |M3:       | 59.0          | 1.46   |        | 1.11   |
|Gl 633    |16 40 47.6|-45 59 59| 12.68 |M3        |104.6          | 1.61   | 1.20   | 1.07   |
|Gl 477    |12 35 59.1|-45 55 43| 11.10 |M1        | 78.8          | 1.48   | 1.13   | 0.92   |
|NN 4050   |18 20 11.6|-45 55 10|  7.32 |G5 V      | 43.0          | 0.76   |        |        |
|Gl 750B   |19 16 42.2|-45 53 02| 10.10 |          | 72.6          |        |        |        |
|Gl 750A   |19 16 42.2|-45 53 02| 10.12 |K9 V J    | 72.6          | 1.42   | 1.08   | 0.97   |
|Gl 367    |09 44 32.4|-45 46 08| 10.11 |M3        |108.8          | 1.53   | 1.13   | 0.94   |
|Gl 9.1    |00 09 24.3|-45 44 42|  3.88 |K0 III    | 64.5          | 1.03   | 0.84   | 0.46   |
|Gl 17.1   |00 21 19.7|-45 44 03| 10.40 |M1        | 49.7          | 1.48   | 1.21   | 0.76   |
|Wo 9624   |18 19 42.1|-45 41 48|  6.85 |F7 V      | 22.0          | 0.54   | 0.07   |        |
|Gl 132    |03 15 06.3|-45 39 38|  6.76 |G3 V      | 64.9          | 0.58   |-0.01   | 0.33   |
|Gl 776.1  |20 04 13.8|-45 39 11| 12.15 |K4 :      | 23.0          | 1.40   |        | 0.72   |
|Gl 895.1  |23 25 39.4|-45 36 36| 11.26 |M0        | 38.0          | 1.42   |        |        |
|NN 3211   |03 14 21.2|+00 39 13| 10.90 |          | 70.1          |        |        |        |
|Gl 55     |01 15 08.0|-45 32 03|  4.96 |F8 V      | 82.0          | 0.58   | 0.10   | 0.30   |
|Gl 754    |19 20 44.9|-45 31 04| 12.23 |M4.5      |175.7          | 1.68   | 1.22   | 1.33   |
|Gl 604.1  |16 00 24.2|-45 27 02|  7.54 |G5 IV     | 44.2          | 0.74   | 0.38   | 0.35   |
|Gl 67.2   |01 41 32.8|-45 25 10|  9.30 |G5 V      | 52.9          | 0.69   | 0.25   | 0.25   |
|Gl 83.4B  |02 03 54.0|-45 24 50| 11.50 |          | 37.0          |        |        |        |
|Gl 83.4A  |02 03 54.0|-45 24 50|  7.31 |G3 V      | 37.0          | 0.69   | 0.22   | 0.37   |
|Gl 847.1  |22 06 44.4|-45 23 21|  8.43 |K2 V      | 33.0          | 0.85   | 0.55   | 0.30   |
|Gl 336.2B |09 10 51.3|-45 18 31| 10.30 |K0 V      | 45.2          | 0.91   | 0.65   |        |
|Gl 336.2A |09 10 51.3|-45 18 31|  9.78 |K0 V      | 45.2          | 0.78   | 0.40   | 0.40   |
|NN 3938   |16 06 29.5|-45 10 27|  4.72 |A m       | 33.3          | 0.23   | 0.15   | 0.12   |
|Gl 284    |07 42 57.2|-45 09 54|  5.06 |G6 IV     | 54.1          | 0.77   | 0.32   | 0.27   |
|Gl 784    |20 13 49.3|-45 09 42|  7.97 |M0 V      |163.9          | 1.43   | 1.18   | 0.73   |
|NN 4119   |19 42 53.5|-45 04 40| 10.01 |M1        | 51.0          | 1.34   |        | 0.64   |
|Wo 9200   |06 04 28.8|-45 02 22|  6.35 |G0 IV-V   | 40.2          | 0.52   | 0.00   |        |
|Gl 540.3  |14 15 38.5|-44 59 56|  6.31 |G4 V      | 48.0          | 0.60   | 0.07   | 0.32   |
|NN 3500   |08 27 20.3|-44 59 40| 11.85 |M3        | 87.0          |        |        | 1.16   |
|Gl 191    |05 11 09.5|-44 56 19|  8.85 |M0 V      |258.3          | 1.55   | 1.21   | 0.79   |
|Wo 9329   |10 25 24.9|-44 53 28| 11.19 |          | 42.0          | 0.94   | 0.76   | 0.46   |
